cluster,stId,name,entities_found,entities_tot,FDR_wholeproteome,K_network_annotated,N_network,p_network_raw,FDR_network
0,R-HSA-168276,NS1 Mediated Effects on Host Pathways,7,48,0.0012751691026002,15,1800,0.0002764657106596973,0.10519520290601482
0,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,6,46,0.0020091955076245,17,1800,0.0043252061708250215,0.1828601053332134
0,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,6,47,0.0020091955076245,18,1800,0.005960886290455467,0.2202293031350024
0,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,14,317,0.0020091955076245,114,1800,0.23606361664236777,0.7438601331092238
0,R-HSA-168325,Viral Messenger RNA Synthesis,7,69,0.0020091955076245,13,1800,8.774500788040798e-05,0.06677395099699047
0,R-HSA-2980766,Nuclear Envelope Breakdown,7,65,0.0020091955076245,19,1800,0.0015302308822309103,0.16383920559253237
0,R-HSA-194315,Signaling by Rho GTPases,22,708,0.0020091955076245,201,1800,0.34455915945892934,0.7850584441564229
0,R-HSA-1169408,ISG15 antiviral mechanism,8,83,0.0020091955076245,23,1800,0.0010832912548738173,0.16383920559253237
0,R-HSA-4615885,SUMOylation of DNA replication proteins,6,50,0.0022533945695132,17,1800,0.0043252061708250215,0.1828601053332134
0,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",22,724,0.0022533945695132,201,1800,0.34455915945892934,0.7850584441564229
0,R-HSA-9013106,RHOC GTPase cycle,7,79,0.0027929337633448,25,1800,0.008706847186042374,0.2202293031350024
0,R-HSA-8953854,Metabolism of RNA,24,863,0.0032139223142104,234,1800,0.46930452644968357,0.8753449623240421
0,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),5,36,0.0039192897215196,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,5,37,0.0039192897215196,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,5,37,0.0039192897215196,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-159227,Transport of the SLBP independent Mature mRNA,5,39,0.0039405632749165,13,1800,0.006096370479783312,0.2202293031350024
0,R-HSA-1855170,IPs transport between nucleus and cytosol,5,40,0.0039405632749165,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-9012999,RHO GTPase cycle,16,460,0.0039405632749165,124,1800,0.16150427078739388,0.6394073250571306
0,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,5,40,0.0039405632749165,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,5,40,0.0039405632749165,14,1800,0.008730786010413579,0.2202293031350024
0,R-HSA-4085377,SUMOylation of SUMOylation proteins,5,39,0.0039405632749165,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-168255,Influenza Infection,10,200,0.0039405632749165,59,1800,0.06140715395941365,0.5925207192857301
0,R-HSA-194441,Metabolism of non-coding RNA,6,67,0.0040518657868667,17,1800,0.0043252061708250215,0.1828601053332134
0,R-HSA-191859,snRNP Assembly,6,67,0.0040518657868667,17,1800,0.0043252061708250215,0.1828601053332134
0,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,5,42,0.0040518657868667,12,1800,0.004075801784131323,0.1828601053332134
0,R-HSA-180746,Nuclear import of Rev protein,5,41,0.0040518657868667,14,1800,0.008730786010413579,0.2202293031350024
0,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,5,43,0.0043708067376013,14,1800,0.008730786010413579,0.2202293031350024
0,R-HSA-180910,Vpr-mediated nuclear import of PICs,5,44,0.0046297979974538,14,1800,0.008730786010413579,0.2202293031350024
0,R-HSA-68875,Mitotic Prophase,8,134,0.0046297979974538,42,1800,0.05036158088545741,0.5687885282784703
0,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,5,45,0.004669163913701,15,1800,0.012059648815299572,0.2549275763456382
0,R-HSA-176033,Interactions of Vpr with host cellular proteins,5,47,0.0052603254901466,16,1800,0.01615651510916614,0.29274066662084364
0,R-HSA-177243,Interactions of Rev with host cellular proteins,5,47,0.0052603254901466,16,1800,0.01615651510916614,0.29274066662084364
0,R-HSA-9013026,RHOB GTPase cycle,6,75,0.0054773128401286,24,1800,0.02609153665105514,0.3960217157975737
0,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,5,48,0.005550114754921,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-9839923,Dengue Virus Infection,14,411,0.0061110462338658,129,1800,0.4057438014019421,0.8447356628122183
0,R-HSA-4570464,SUMOylation of RNA binding proteins,5,51,0.0066774609032842,16,1800,0.01615651510916614,0.29274066662084364
0,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,6,81,0.0075065180808991,26,1800,0.03777497584229353,0.5133349395711674
0,R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,5,53,0.0075695623440363,13,1800,0.006096370479783312,0.2202293031350024
0,R-HSA-75153,Apoptotic execution phase,5,54,0.0078242980276103,29,1800,0.15421510620738865,0.6394073250571306
0,R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,5,54,0.0078242980276103,14,1800,0.008730786010413579,0.2202293031350024
0,R-HSA-8980692,RHOA GTPase cycle,8,154,0.0079041537700991,36,1800,0.021603286616322544,0.37363866170503307
0,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,6,90,0.0111388597162256,30,1800,0.06995957254903039,0.5925207192857301
0,R-HSA-68886,M Phase,13,403,0.013608671606474,110,1800,0.294090407694035,0.7850584441564229
0,R-HSA-4551638,SUMOylation of chromatin organization proteins,5,62,0.0137556503105256,22,1800,0.05976200001498755,0.5925207192857301
0,R-HSA-168273,Influenza Viral RNA Transcription and Replication,8,173,0.014976689812496,48,1800,0.09672047188122933,0.5925207192857301
0,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,7,135,0.0158204426255732,40,1800,0.09491485808750677,0.5925207192857301
0,R-HSA-111465,Apoptotic cleavage of cellular proteins,4,38,0.0158204426255732,20,1800,0.12985513250618236,0.6394073250571306
0,R-HSA-9770562,mRNA Polyadenylation,7,139,0.0181684628724916,61,1800,0.40462908556650895,0.8447356628122183
0,R-HSA-6784531,tRNA processing in the nucleus,5,70,0.020866526657338,15,1800,0.012059648815299572,0.2549275763456382
0,R-HSA-9675108,Nervous system development,16,603,0.0225347172691836,144,1800,0.35527941074447794,0.799904235433573
0,R-HSA-68882,Mitotic Anaphase,9,236,0.0242634991549361,66,1800,0.2030522355284264,0.6777313650751425
0,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,10,284,0.024369656343729,68,1800,0.13074822998217175,0.6394073250571306
0,R-HSA-2555396,Mitotic Metaphase and Anaphase,9,237,0.0249652495737656,66,1800,0.2030522355284264,0.6777313650751425
0,R-HSA-9018519,Estrogen-dependent gene expression,7,153,0.0272979334324405,29,1800,0.02008424368201189,0.3554444056281639
0,R-HSA-9035034,RHOF GTPase cycle,4,46,0.0277185496437237,22,1800,0.16837715869864825,0.6394073250571306
0,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,5,81,0.0318510651536312,24,1800,0.08212639779418157,0.5925207192857301
0,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,7,159,0.0318510651536312,27,1800,0.013553613405874894,0.27876485951002145
0,R-HSA-9013148,CDC42 GTPase cycle,7,159,0.0318510651536312,40,1800,0.09491485808750677,0.5925207192857301
0,R-HSA-162599,Late Phase of HIV Life Cycle,7,161,0.033605206246946,31,1800,0.028545835666108653,0.4022848322575682
0,R-HSA-72187,mRNA 3'-end processing,7,164,0.0371845681652147,68,1800,0.5225156932725945,0.9204500985658436
0,R-HSA-69278,"Cell Cycle, Mitotic",15,587,0.0389115184418094,138,1800,0.39684592117283274,0.8447356628122183
0,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,14,536,0.0405703344896939,118,1800,0.2786195522773555,0.7654493836933847
0,R-HSA-6803529,FGFR2 alternative splicing,3,28,0.0497007592754057,7,1800,0.025043860294964616,0.3960217157975737
0,R-HSA-162587,HIV Life Cycle,7,176,0.0503107530289064,39,1800,0.08511839661519398,0.5925207192857301
0,R-HSA-9918481,Dengue Virus-Host Interactions,9,273,0.050469577449584,98,1800,0.6544298446865628,0.9394176589770045
0,R-HSA-141424,Amplification of signal from the kinetochores,5,94,0.050469577449584,24,1800,0.08212639779418157,0.5925207192857301
0,R-HSA-9013405,RHOD GTPase cycle,4,57,0.050469577449584,22,1800,0.16837715869864825,0.6394073250571306
0,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,5,94,0.050469577449584,24,1800,0.08212639779418157,0.5925207192857301
0,R-HSA-3371556,Cellular response to heat stress,6,135,0.051221086784329,40,1800,0.20070731519755533,0.6758330392271663
0,R-HSA-9824446,Viral Infection Pathways,27,1407,0.0536706972030388,289,1800,0.6790697992905373,0.9394176589770045
0,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,7,184,0.0541305311177509,55,1800,0.3029221769490652,0.7850584441564229
0,R-HSA-2467813,Separation of Sister Chromatids,7,182,0.0541305311177509,51,1800,0.23854594062322182,0.7438601331092238
0,R-HSA-422475,Axon guidance,14,566,0.0541305311177509,137,1800,0.5011212265239723,0.916714551405632
0,R-HSA-400685,Sema4D in semaphorin signaling,3,31,0.0548375304668546,10,1800,0.06871052614184833,0.5925207192857301
0,R-HSA-2470946,Cohesin Loading onto Chromatin,2,10,0.0591831524704378,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-428890,Role of ABL in ROBO-SLIT signaling,2,10,0.0591831524704378,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-9013423,RAC3 GTPase cycle,5,100,0.0592421778725582,29,1800,0.15421510620738865,0.6394073250571306
0,R-HSA-9013406,RHOQ GTPase cycle,4,63,0.060084966336662,24,1800,0.21036618001030807,0.6960376651645411
0,R-HSA-9013149,RAC1 GTPase cycle,7,191,0.0646366704097434,45,1800,0.15266625970467962,0.6394073250571306
0,R-HSA-2990846,SUMOylation,7,193,0.0666386456280233,55,1800,0.3029221769490652,0.7850584441564229
0,R-HSA-5663220,RHO GTPases Activate Formins,6,149,0.0666386456280233,41,1800,0.21706049338914443,0.715078075623978
0,R-HSA-9705683,SARS-CoV-2-host interactions,8,247,0.0680709638265498,51,1800,0.12676764996490672,0.6394073250571306
0,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,5,113,0.0782613710835082,28,1800,0.13810553113030963,0.6394073250571306
0,R-HSA-69618,Mitotic Spindle Checkpoint,5,111,0.0782613710835082,26,1800,0.10833112848959514,0.5925207192857301
0,R-HSA-373755,Semaphorin interactions,4,71,0.0782613710835082,22,1800,0.16837715869864825,0.6394073250571306
0,R-HSA-70171,Glycolysis,5,111,0.0782613710835082,25,1800,0.09476263759588326,0.5925207192857301
0,R-HSA-162582,Signal Transduction,48,3056,0.0782613710835082,414,1800,0.11900175227030199,0.620276256696574
0,R-HSA-2468052,Establishment of Sister Chromatid Cohesion,2,13,0.0782613710835082,5,1800,0.08040782904811068,0.5925207192857301
0,R-HSA-1640170,Cell Cycle,16,729,0.0782613710835082,165,1800,0.5868157288668352,0.9394176589770045
0,R-HSA-8939211,ESR-mediated signaling,8,257,0.0782613710835082,47,1800,0.08771217059138142,0.5925207192857301
0,R-HSA-9930044,Nuclear RNA decay,3,39,0.0818070569602023,10,1800,0.06871052614184833,0.5925207192857301
0,R-HSA-9918487,Dengue Virus Genome Translation and Replication,5,116,0.0862760408615548,29,1800,0.15421510620738865,0.6394073250571306
0,R-HSA-5696394,DNA Damage Recognition in GG-NER,3,40,0.0875437572552293,12,1800,0.10880983709584768,0.5925207192857301
0,R-HSA-68877,Mitotic Prometaphase,7,212,0.0883157637339833,56,1800,0.3195917220178759,0.7850584441564229
0,R-HSA-72163,mRNA Splicing - Major Pathway,7,213,0.0904318107387185,84,1800,0.7477472280314319,0.9595879266980095
0,R-HSA-9734779,Developmental Cell Lineages of the Integumentary System,5,122,0.092084220112961,11,1800,0.0025835354364131253,0.16383920559253237
0,R-HSA-195258,RHO GTPase Effectors,9,325,0.092084220112961,94,1800,0.6026402795227987,0.9394176589770045
0,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,5,121,0.092084220112961,35,1800,0.26423451976605294,0.7438601331092238
0,R-HSA-68884,Mitotic Telophase/Cytokinesis,2,15,0.092084220112961,7,1800,0.14803988822761632,0.6394073250571306
0,R-HSA-416550,Sema4D mediated inhibition of cell attachment and migration,2,15,0.092084220112961,2,1800,0.009839416960039529,0.2202293031350024
0,R-HSA-9609690,HCMV Early Events,7,215,0.092084220112961,36,1800,0.05939965057923444,0.5925207192857301
0,R-HSA-9696264,RND3 GTPase cycle,3,43,0.0928571817304743,15,1800,0.18126953781174757,0.6394073250571306
0,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,14,634,0.0958797850581385,102,1800,0.12814237258012923,0.6394073250571306
0,R-HSA-9013420,RHOU GTPase cycle,3,44,0.0986789445770129,14,1800,0.1557851672519457,0.6394073250571306
0,R-HSA-1483249,Inositol phosphate metabolism,5,125,0.1012372249078416,16,1800,0.01615651510916614,0.29274066662084364
0,R-HSA-8851805,MET activates RAS signaling,2,16,0.1014630508465321,4,1800,0.051572153023934884,0.5687885282784703
0,R-HSA-72172,mRNA Splicing,7,224,0.1016717388413513,84,1800,0.7477472280314319,0.9595879266980095
0,R-HSA-1226099,Signaling by FGFR in disease,4,82,0.1024432967028924,9,1800,0.007987483383421291,0.2202293031350024
0,R-HSA-373760,L1CAM interactions,5,130,0.117815723028848,34,1800,0.24463389389916543,0.7438601331092238
0,R-HSA-70326,Glucose metabolism,5,131,0.1213348843919351,25,1800,0.09476263759588326,0.5925207192857301
0,R-HSA-5619102,SLC transporter disorders,6,185,0.1367974575330626,16,1800,0.0030465429687931258,0.1783399384039668
0,R-HSA-9734091,Drug-mediated inhibition of MET activation,1,2,0.1424082527090144,1,1800,0.09944444444444445,0.5925207192857301
0,R-HSA-162909,Host Interactions of HIV factors,5,138,0.1424082527090144,37,1800,0.3044106244317141,0.7850584441564229
0,R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",2,20,0.1424082527090144,3,1800,0.027581013058175306,0.3960217157975737
0,R-HSA-5663205,Infectious disease,32,1965,0.1424082527090144,327,1800,0.5758013936906827,0.9394176589770045
0,R-HSA-162906,HIV Infection,7,248,0.1424082527090144,55,1800,0.3029221769490652,0.7850584441564229
0,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,2,21,0.1444167468153545,3,1800,0.027581013058175306,0.3960217157975737
0,R-HSA-77595,Processing of Intronless Pre-mRNAs,2,21,0.1444167468153545,8,1800,0.18499128832785147,0.6394073250571306
0,R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,2,23,0.1707177214823827,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-9665348,Signaling by ERBB2 ECD mutants,2,23,0.1707177214823827,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-180292,GAB1 signalosome,2,23,0.1707177214823827,2,1800,0.009839416960039529,0.2202293031350024
0,R-HSA-4419969,Depolymerization of the Nuclear Lamina,2,23,0.1707177214823827,7,1800,0.14803988822761632,0.6394073250571306
0,R-HSA-9013409,RHOJ GTPase cycle,3,59,0.1805371791568892,25,1800,0.459862373084179,0.8733350885005274
0,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,2,24,0.1845320837265065,5,1800,0.08040782904811068,0.5925207192857301
0,R-HSA-8851708,Signaling by FGFR2 IIIa TM,2,24,0.1845320837265065,2,1800,0.009839416960039529,0.2202293031350024
0,R-HSA-9013422,RHOBTB1 GTPase cycle,2,24,0.1845320837265065,12,1800,0.3385597171440808,0.7850584441564229
0,R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,2,24,0.1845320837265065,2,1800,0.009839416960039529,0.2202293031350024
0,R-HSA-112382,Formation of RNA Pol II elongation complex ,3,60,0.1883448227370512,15,1800,0.18126953781174757,0.6394073250571306
0,R-HSA-75955,RNA Polymerase II Transcription Elongation,3,61,0.1904114643393634,15,1800,0.18126953781174757,0.6394073250571306
0,R-HSA-8876384,Listeria monocytogenes entry into host cells,2,27,0.1904114643393634,5,1800,0.08040782904811068,0.5925207192857301
0,R-HSA-5619111,Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1),1,3,0.1904114643393634,1,1800,0.09944444444444445,0.5925207192857301
0,R-HSA-352238,Breakdown of the nuclear lamina,1,3,0.1904114643393634,2,1800,0.18904947192884938,0.6394073250571306
0,R-HSA-177929,Signaling by EGFR,3,64,0.1904114643393634,8,1800,0.03718568792691071,0.5133349395711674
0,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,2,27,0.1904114643393634,10,1800,0.2616352282062078,0.7438601331092238
0,R-HSA-9609646,HCMV Infection,7,270,0.1904114643393634,39,1800,0.08511839661519398,0.5925207192857301
0,R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665230,Drug resistance in ERBB2 KD mutants,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-73856,RNA Polymerase II Transcription Termination,2,30,0.1904169546957104,10,1800,0.2616352282062078,0.7438601331092238
0,R-HSA-199991,Membrane Trafficking,13,669,0.1904169546957104,122,1800,0.43996398870399017,0.8733350885005274
0,R-HSA-8863678,Neurodegenerative Diseases,2,30,0.1904169546957104,8,1800,0.18499128832785147,0.6394073250571306
0,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,2,30,0.1904169546957104,8,1800,0.18499128832785147,0.6394073250571306
0,R-HSA-5693606,DNA Double Strand Break Response,4,114,0.1904169546957104,32,1800,0.39568147517001545,0.8447356628122183
0,R-HSA-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,1,4,0.1904169546957104,2,1800,0.18904947192884938,0.6394073250571306
0,R-HSA-5696398,Nucleotide Excision Repair,4,117,0.1904169546957104,25,1800,0.2323859023749607,0.7438601331092238
0,R-HSA-429947,Deadenylation of mRNA,2,30,0.1904169546957104,7,1800,0.14803988822761632,0.6394073250571306
0,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,2,30,0.1904169546957104,3,1800,0.027581013058175306,0.3960217157975737
0,R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,2,30,0.1904169546957104,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-8848021,Signaling by PTK6,3,71,0.1904169546957104,13,1800,0.1315535332751191,0.6394073250571306
0,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,3,71,0.1904169546957104,13,1800,0.1315535332751191,0.6394073250571306
0,R-HSA-75067,Processing of Capped Intronless Pre-mRNA,2,30,0.1904169546957104,10,1800,0.2616352282062078,0.7438601331092238
0,R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,2,29,0.1904169546957104,3,1800,0.027581013058175306,0.3960217157975737
0,R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,1,4,0.1904169546957104,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-5688426,Deubiquitination,7,275,0.1904169546957104,54,1800,0.2864472367524676,0.784123550966287
0,R-HSA-8953897,Cellular responses to stimuli,20,1166,0.1904169546957104,220,1800,0.7105350840911424,0.9500914893950279
0,R-HSA-2262752,Cellular responses to stress,18,1039,0.193902847741783,201,1800,0.7277055673540366,0.9529947987478993
0,R-HSA-203927,MicroRNA (miRNA) biogenesis,2,31,0.1950522670706997,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-420029,Tight junction interactions,2,31,0.1950522670706997,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-9610379,HCMV Late Events,5,175,0.2000979495915933,20,1800,0.041366712301013304,0.5522818958082654
0,R-HSA-9703465,Signaling by FLT3 fusion proteins,2,32,0.2063374942816533,4,1800,0.051572153023934884,0.5687885282784703
0,R-HSA-525793,Myogenesis,2,32,0.2063374942816533,9,1800,0.223050287793336,0.7223032723860796
0,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,2,33,0.2178510671950357,5,1800,0.08040782904811068,0.5925207192857301
0,R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,2,33,0.2178510671950357,5,1800,0.08040782904811068,0.5925207192857301
0,R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,2,33,0.2178510671950357,10,1800,0.2616352282062078,0.7438601331092238
0,R-HSA-9694516,SARS-CoV-2 Infection,8,367,0.2185284563647171,61,1800,0.25545483294139876,0.7438601331092238
0,R-HSA-72306,tRNA processing,5,189,0.2185284563647171,21,1800,0.050066416534667584,0.5687885282784703
0,R-HSA-182971,EGFR downregulation,2,37,0.2185284563647171,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-9924644,Developmental Lineages of the Mammary Gland,3,81,0.2185284563647171,6,1800,0.015427155222043264,0.29274066662084364
0,R-HSA-9664565,Signaling by ERBB2 KD Mutants,2,35,0.2185284563647171,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-1227990,Signaling by ERBB2 in Cancer,2,36,0.2185284563647171,7,1800,0.14803988822761632,0.6394073250571306
0,R-HSA-72086,mRNA Capping,2,36,0.2185284563647171,3,1800,0.027581013058175306,0.3960217157975737
0,R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,2,39,0.2185284563647171,10,1800,0.2616352282062078,0.7438601331092238
0,R-HSA-9927432,Developmental Lineage of Mammary Gland Myoepithelial Cells,2,36,0.2185284563647171,5,1800,0.08040782904811068,0.5925207192857301
0,R-HSA-167290,Pausing and recovery of HIV elongation,2,34,0.2185284563647171,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-167287,HIV elongation arrest and recovery,2,34,0.2185284563647171,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-113418,Formation of the Early Elongation Complex,2,34,0.2185284563647171,3,1800,0.027581013058175306,0.3960217157975737
0,R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,2,34,0.2185284563647171,3,1800,0.027581013058175306,0.3960217157975737
0,R-HSA-1251932,PLCG1 events in ERBB2 signaling,1,6,0.2185284563647171,2,1800,0.18904947192884938,0.6394073250571306
0,R-HSA-8865999,MET activates PTPN11,1,5,0.2185284563647171,1,1800,0.09944444444444445,0.5925207192857301
0,R-HSA-8875513,MET interacts with TNS proteins,1,5,0.2185284563647171,2,1800,0.18904947192884938,0.6394073250571306
0,R-HSA-9679506,SARS-CoV Infections,11,580,0.2185284563647171,92,1800,0.3029872146045806,0.7850584441564229
0,R-HSA-913531,Interferon Signaling,10,507,0.2185284563647171,89,1800,0.39082073214196394,0.8447356628122183
0,R-HSA-109581,Apoptosis,5,180,0.2185284563647171,53,1800,0.6197366670813944,0.9394176589770045
0,R-HSA-9006931,Signaling by Nuclear Receptors,8,383,0.2185284563647171,51,1800,0.12676764996490672,0.6394073250571306
0,R-HSA-4420097,VEGFA-VEGFR2 Pathway,4,130,0.2185284563647171,28,1800,0.3012264856250753,0.7850584441564229
0,R-HSA-9007101,Rab regulation of trafficking,4,131,0.2185284563647171,19,1800,0.11215744846514852,0.5925207192857301
0,R-HSA-1500931,Cell-Cell communication,8,365,0.2185284563647171,81,1800,0.5656284577355531,0.9378739941674067
0,R-HSA-1839124,FGFR1 mutant receptor activation,2,39,0.2185284563647171,7,1800,0.14803988822761632,0.6394073250571306
0,R-HSA-9706574,RHOBTB GTPase Cycle,2,36,0.2185284563647171,19,1800,0.5778232483531427,0.9394176589770045
0,R-HSA-5689603,UCH proteinases,3,84,0.2185284563647171,21,1800,0.3482429638328509,0.7863884138777435
0,R-HSA-8940973,RUNX2 regulates osteoblast differentiation,2,34,0.2185284563647171,7,1800,0.14803988822761632,0.6394073250571306
0,R-HSA-9013408,RHOG GTPase cycle,3,78,0.2185284563647171,21,1800,0.3482429638328509,0.7863884138777435
0,R-HSA-9764260,Regulation of Expression and Function of Type II Classical Cadherins,2,39,0.2185284563647171,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-8863795,Downregulation of ERBB2 signaling,2,36,0.2185284563647171,9,1800,0.223050287793336,0.7223032723860796
0,R-HSA-9759475,Regulation of CDH11 Expression and Function,2,35,0.2185284563647171,6,1800,0.11289816596114438,0.5925207192857301
0,R-HSA-9013424,RHOV GTPase cycle,2,39,0.2185284563647171,14,1800,0.41293254476497404,0.8447356628122183
0,R-HSA-8875791,MET activates STAT3,1,5,0.2185284563647171,1,1800,0.09944444444444445,0.5925207192857301
0,R-HSA-674695,RNA Polymerase II Pre-transcription Events,3,83,0.2185284563647171,16,1800,0.2077752600035517,0.690467130404816
0,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,3,86,0.2251315463548385,13,1800,0.1315535332751191,0.6394073250571306
0,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,2,40,0.2282305429006871,7,1800,0.14803988822761632,0.6394073250571306
0,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,2,40,0.2282305429006871,13,1800,0.37619720512025545,0.8370937809839601
0,R-HSA-3134973,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,1,7,0.2286389508145475,3,1800,0.26978370136418633,0.7438601331092238
0,R-HSA-165181,Inhibition of TSC complex formation by AKT (PKB),1,7,0.2286389508145475,2,1800,0.18904947192884938,0.6394073250571306
0,R-HSA-447038,NrCAM interactions,1,7,0.2286389508145475,1,1800,0.09944444444444445,0.5925207192857301
0,R-HSA-194138,Signaling by VEGF,4,141,0.2324512024501042,28,1800,0.3012264856250753,0.7850584441564229
0,R-HSA-9833576,CDH11 homotypic and heterotypic interactions,1,8,0.2342794896317745,4,1800,0.34252088414427034,0.7850584441564229
0,R-HSA-5638302,Signaling by Overexpressed Wild-Type EGFR in Cancer,1,8,0.2342794896317745,1,1800,0.09944444444444445,0.5925207192857301
0,R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,1,8,0.2342794896317745,1,1800,0.09944444444444445,0.5925207192857301
0,R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,1,9,0.2342794896317745,3,1800,0.26978370136418633,0.7438601331092238
0,R-HSA-9842640,Signaling by LTK in cancer,1,9,0.2342794896317745,4,1800,0.34252088414427034,0.7850584441564229
