stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-5467340,AXIN missense mutants destabilize the destruction complex,0.02705656452495875,2,14,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-5467337,APC truncation mutants have impaired AXIN binding,0.02705656452495875,2,14,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated,0.02705656452495875,2,16,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated,0.02705656452495875,2,16,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,0.02705656452495875,2,16,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-4839743,Signaling by CTNNB1 phospho-site mutants,0.02705656452495875,2,16,4,4,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-5339716,Signaling by GSK3beta mutants,0.02705656452495875,2,15,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,0.02705656452495875,2,14,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,0.02705656452495875,2,16,1,1,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-4839744,Signaling by APC mutants,0.02705656452495875,2,14,1,2,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-4839748,Signaling by AMER1 mutants,0.02705656452495875,2,15,1,2,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-4839735,Signaling by AXIN mutants,0.02705656452495875,2,15,1,2,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,0.02705656452495875,2,12,4,10,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-196299,Beta-catenin phosphorylation cascade,0.035335759573330905,2,19,4,4,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-432142,Platelet sensitization by LDL,0.043799979183420046,2,23,1,9,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-9926550,"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",0.043799979183420046,2,23,2,22,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-9013422,RHOBTB1 GTPase cycle,0.045537861516820266,2,24,1,2,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-389513,Co-inhibition by CTLA4,0.04708298485862261,2,25,4,5,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
R-HSA-376176,Signaling by ROBO receptors,0.06309844945730736,4,222,30,60,MjAyNjA5MTMxMzA4MjBfMjMxMjQ%3D
