stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,7.526868017748711e-11,11,70,2,18,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-2559583,Cellular Senescence,6.77951339511651e-09,13,199,11,90,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-2262752,Cellular responses to stress,6.77951339511651e-09,25,1039,42,521,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-8953897,Cellular responses to stimuli,7.23391613277613e-09,26,1166,45,613,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-109582,Hemostasis,9.20432519091463e-09,22,821,56,366,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-195258,RHO GTPase Effectors,1.1860390625173522e-07,14,325,32,113,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-114608,Platelet degranulation ,3.410858206986944e-07,10,142,5,11,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,3.410858206986944e-07,11,192,11,92,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-9764265,Regulation of CDH1 Expression and Function,3.410858206986944e-07,11,192,11,92,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,3.8144778335968965e-07,10,149,5,14,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-9670095,Inhibition of DNA recombination at telomere,4.0228344655446335e-07,7,47,3,4,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-5663205,Infectious disease,4.470055527949768e-07,30,1965,127,1227,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-140342,Apoptosis induced DNA fragmentation,5.693238755988261e-07,5,13,2,12,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,6.984602403115048e-07,11,215,11,125,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-2299718,Condensation of Prophase Chromosomes,7.585100527673916e-07,7,54,8,10,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-977225,Amyloid fiber formation,1.0243017598554616e-06,8,89,8,33,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-171306,Packaging Of Telomere Ends,1.0743962564063736e-06,6,33,2,2,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-912446,Meiotic recombination,1.08917570473821e-06,7,59,4,10,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-5334118,DNA methylation,1.1284848283610316e-06,6,35,7,7,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,1.1284848283610316e-06,7,61,2,3,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-73728,RNA Polymerase I Promoter Opening,1.1284848283610316e-06,6,35,1,3,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-76002,"Platelet activation, signaling and aggregation",1.1284848283610316e-06,12,294,33,119,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),1.138775435616246e-06,5,17,1,2,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-1643685,Disease,1.138775435616246e-06,37,3093,187,2176,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-168249,Innate Immune System,1.1473723091626198e-06,24,1387,134,782,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-9645723,Diseases of programmed cell death,1.1473723091626198e-06,8,97,3,37,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,1.4823671312669262e-06,6,38,2,10,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,1.6385524104212124e-06,7,68,5,42,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-194315,Signaling by Rho GTPases,1.6385524104212124e-06,17,708,37,203,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
R-HSA-68616,Assembly of the ORC complex at the origin of replication,1.6385524104212124e-06,6,39,2,11,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D
