stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-9770562,mRNA Polyadenylation,0.0025526483848761217,8,139,16,20,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0025526483848761217,11,317,41,52,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-72187,mRNA 3'-end processing,0.0029125318542213563,8,164,17,21,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-8953854,Metabolism of RNA,0.007169939452380092,17,863,78,244,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-9764790,Positive Regulation of CDH1 Gene Transcription,0.01197749520294178,3,13,5,14,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-9012999,RHO GTPase cycle,0.02367081109445479,11,460,23,91,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-77595,Processing of Intronless Pre-mRNAs,0.029948767228235695,3,21,5,5,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-113510,E2F mediated regulation of DNA replication,0.029948767228235695,3,24,4,4,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-72163,mRNA Splicing - Major Pathway,0.029948767228235695,7,213,10,11,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-9013422,RHOBTB1 GTPase cycle,0.029948767228235695,3,24,1,2,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-9918481,Dengue Virus-Host Interactions,0.029948767228235695,8,273,3,59,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-9839923,Dengue Virus Infection,0.029948767228235695,10,411,6,142,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-72172,mRNA Splicing,0.03437623366969311,7,224,10,16,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-75067,Processing of Capped Intronless Pre-mRNA,0.0452781224593376,3,30,5,10,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-73856,RNA Polymerase II Transcription Termination,0.0452781224593376,3,30,1,3,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-9706574,RHOBTB GTPase Cycle,0.07075370993928409,3,36,2,4,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-9930044,Nuclear RNA decay,0.0733404060331253,3,39,9,15,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
R-HSA-68875,Mitotic Prophase,0.0733404060331253,5,134,14,34,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D
