stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-9931512,"Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters",0.15332274880491248,1,15,2,2,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-9820865,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,0.15332274880491248,1,16,4,4,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-429947,Deadenylation of mRNA,0.15332274880491248,1,30,4,4,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-73863,RNA Polymerase I Transcription Termination,0.15332274880491248,1,33,3,3,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,0.15332274880491248,1,61,3,3,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-73772,RNA Polymerase I Promoter Escape,0.15332274880491248,1,62,2,2,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-72649,Translation initiation complex formation,0.15332274880491248,1,62,2,2,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-72702,Ribosomal scanning and start codon recognition,0.15332274880491248,1,64,2,2,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,0.15332274880491248,1,73,5,5,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-9931510,Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes,0.15332274880491248,1,32,16,18,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-9931521,The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex,0.15332274880491248,1,21,3,4,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-4641265,Repression of WNT target genes,0.15332274880491248,1,16,5,7,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-6785470,tRNA processing in the mitochondrion,0.15332274880491248,1,45,2,3,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,0.15332274880491248,1,47,9,14,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,0.15332274880491248,1,47,9,14,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-73864,RNA Polymerase I Transcription,0.15332274880491248,1,87,8,14,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-2470946,Cohesin Loading onto Chromatin,0.15332274880491248,1,10,1,2,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-73980,RNA Polymerase III Transcription Termination,0.15332274880491248,1,23,1,2,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-73762,RNA Polymerase I Transcription Initiation,0.15332274880491248,1,50,3,6,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-112382,Formation of RNA Pol II elongation complex ,0.15332274880491248,1,60,1,2,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-75955,RNA Polymerase II Transcription Elongation,0.15332274880491248,1,61,4,8,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.15332274880491248,1,66,3,6,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,0.15332274880491248,1,79,3,7,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-429914,Deadenylation-dependent mRNA decay,0.15332274880491248,1,67,4,10,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,0.15332274880491248,1,76,12,33,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-674695,RNA Polymerase II Pre-transcription Events,0.15332274880491248,1,83,6,17,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-9035034,RHOF GTPase cycle,0.15332274880491248,1,46,1,3,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-5693571,Nonhomologous End-Joining (NHEJ),0.15332274880491248,1,56,4,13,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
R-HSA-9762293,Regulation of CDH11 gene transcription,0.15332274880491248,1,12,4,14,MjAyNjA5MTMxMzA5MTlfMjMxMzI%3D
