stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-8953854,Metabolism of RNA,3.059504253144496e-05,20,863,63,244,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72163,mRNA Splicing - Major Pathway,0.000976499243982687,9,213,11,11,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72172,mRNA Splicing,0.000976499243982687,9,224,16,16,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0017491658987314196,10,317,36,52,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-6790901,rRNA modification in the nucleus and cytosol,0.006229772625022667,5,71,3,8,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-9824446,Viral Infection Pathways,0.008242636526070157,20,1407,34,899,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-9918481,Dengue Virus-Host Interactions,0.012458609982748392,8,273,2,59,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-8868773,rRNA processing in the nucleus and cytosol,0.012458609982748392,7,207,8,15,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72766,Translation,0.013609870223774578,10,448,34,126,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",0.014749923636765638,4,54,1,3,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72187,mRNA 3'-end processing,0.017599297300689543,6,164,15,21,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72649,Translation initiation complex formation,0.020863292371085862,4,62,2,2,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.021284783443998867,4,66,2,6,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72312,rRNA processing,0.021284783443998867,7,252,8,22,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72702,Ribosomal scanning and start codon recognition,0.021284783443998867,4,64,2,2,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,0.021705261020893207,5,120,3,3,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,0.023413006518563928,6,189,5,7,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.02411437754556589,10,536,64,516,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72613,Eukaryotic Translation Initiation,0.02411437754556589,5,130,11,21,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72737,Cap-dependent Translation Initiation,0.02411437754556589,5,130,10,18,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-162909,Host Interactions of HIV factors,0.029170623128360162,5,138,10,54,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-175567,Integration of viral DNA into host genomic DNA,0.029170623128360162,2,9,1,3,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-9770562,mRNA Polyadenylation,0.029170623128360162,5,139,14,20,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-177539,Autointegration results in viral DNA circles,0.029170623128360162,2,9,2,2,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-9684482,IFIT antiviral response,0.04244967818763934,4,93,1,17,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.04244967818763934,3,43,3,4,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-9839923,Dengue Virus Infection,0.04639614150971094,8,411,2,142,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-164843,2-LTR circle formation,0.047487138701045595,2,13,1,3,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-5663205,Infectious disease,0.047487138701045595,21,1965,40,1227,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-9705683,SARS-CoV-2-host interactions,0.05193273378247498,6,247,4,68,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-162592,Integration of provirus,0.05443911670253243,2,15,10,14,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-72689,Formation of a pool of free 40S subunits,0.05443911670253243,4,106,2,2,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-4608870,Asymmetric localization of PCP proteins,0.05443911670253243,3,53,3,7,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-180689,APOBEC3G mediated resistance to HIV-1 infection,0.05443911670253243,2,15,1,3,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-109581,Apoptosis,0.05641327215859526,5,180,5,142,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-75153,Apoptotic execution phase,0.057348574498290006,3,54,4,57,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-5685939,HDR through MMEJ (alt-NHEJ),0.05892639171713254,2,17,8,8,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,0.05892639171713254,4,117,5,5,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D
