stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-8953854,Metabolism of RNA,0.008328108767507336,11,863,47,244,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9764265,Regulation of CDH1 Expression and Function,0.008328108767507336,6,192,12,92,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,0.008328108767507336,6,215,12,125,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,0.008328108767507336,6,192,12,92,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9839923,Dengue Virus Infection,0.008328108767507336,8,411,6,142,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-1500931,Cell-Cell communication,0.016536893517673734,7,365,19,208,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-418990,Adherens junctions interactions,0.018948885988800956,6,267,17,164,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9918481,Dengue Virus-Host Interactions,0.018948885988800956,6,273,3,59,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.026466000492630926,3,43,4,4,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-421270,Cell-cell junction organization,0.026466000492630926,6,300,17,169,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-446728,Cell junction organization,0.0360394540647192,6,327,18,185,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-774815,Nucleosome assembly,0.03698063487812353,3,53,3,4,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,0.03698063487812353,3,53,3,4,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-73886,Chromosome Maintenance,0.0460925471654311,4,135,16,38,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,0.04814911259435528,3,61,2,3,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,0.052065100021922106,3,68,30,41,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,0.052065100021922106,3,68,6,42,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),0.052065100021922106,3,68,2,2,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9764561,Regulation of CDH1 Function,0.052065100021922106,3,65,6,16,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,0.05327490259111234,3,70,2,18,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-6790901,rRNA modification in the nucleus and cytosol,0.05327490259111234,3,71,3,8,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-72187,mRNA 3'-end processing,0.056949037827458415,4,164,14,21,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5663205,Infectious disease,0.056949037827458415,14,1965,87,1227,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9764560,Regulation of CDH1 Gene Transcription,0.056949037827458415,3,78,6,56,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,0.056949037827458415,3,79,4,7,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),0.056949037827458415,2,19,6,6,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,0.05704495458120595,3,80,4,26,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9958825,Activation of STAT3 by cadherin engagement,0.06852931188525424,3,87,7,33,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5693607,Processing of DNA double-strand break ends,0.06852931188525424,3,89,2,17,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),0.06852931188525424,3,90,3,22,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-977225,Amyloid fiber formation,0.06852931188525424,3,89,6,33,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,0.07288621777868931,3,92,5,15,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9824446,Viral Infection Pathways,0.07605589925563805,11,1407,55,899,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-2559583,Cellular Senescence,0.07605589925563805,4,199,11,90,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,0.07916668341785016,2,28,2,14,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-156842,Eukaryotic Translation Elongation,0.07991396209128476,3,102,5,9,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-68867,Assembly of the pre-replicative complex,0.07991396209128476,3,103,4,23,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,0.07991396209128476,2,30,1,6,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-8868773,rRNA processing in the nucleus and cytosol,0.07991396209128476,4,207,8,15,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-171306,Packaging Of Telomere Ends,0.08488023194238892,2,33,2,2,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-2559580,Oxidative Stress Induced Senescence,0.08488023194238892,3,113,6,40,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9940465,ChAHP complex assembly,0.08488023194238892,2,32,1,4,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-73728,RNA Polymerase I Promoter Opening,0.08488023194238892,2,35,1,3,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-157579,Telomere Maintenance,0.08488023194238892,3,108,13,34,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5334118,DNA methylation,0.08488023194238892,2,35,7,7,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9842860,Regulation of endogenous retroelements,0.08488023194238892,3,113,14,17,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-3214847,HATs acetylate histones,0.08488023194238892,3,110,10,15,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5693606,DNA Double Strand Break Response,0.08488023194238892,3,114,32,53,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9913351,Formation of the dystrophin-glycoprotein complex (DGC),0.09348971761079461,2,37,2,11,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-69002,DNA Replication Pre-Initiation,0.09348971761079461,3,121,4,32,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,0.09348971761079461,2,38,2,10,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-68616,Assembly of the ORC complex at the origin of replication,0.09803381883195406,2,39,2,11,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9970672,FXIIa activates plasma kallikrein-kinin system,0.0981776487767615,2,42,2,18,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-72312,rRNA processing,0.0981776487767615,4,252,8,22,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,0.0981776487767615,2,41,5,8,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5696394,DNA Damage Recognition in GG-NER,0.0981776487767615,2,40,4,5,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,0.0981776487767615,2,41,1,21,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),0.0981776487767615,3,127,3,50,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9816359,Maternal to zygotic transition (MZT),0.10279268780208806,3,137,11,46,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9770562,mRNA Polyadenylation,0.10279268780208806,3,139,13,20,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9670095,Inhibition of DNA recombination at telomere,0.10279268780208806,2,47,3,4,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,0.10279268780208806,2,47,2,4,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-427359,SIRT1 negatively regulates rRNA expression,0.10279268780208806,2,44,3,5,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-212300,PRC2 methylates histones and DNA,0.10279268780208806,2,46,4,4,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5578749,Transcriptional regulation by small RNAs,0.10279268780208806,2,46,1,5,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-110331,Cleavage of the damaged purine,0.10279268780208806,2,44,2,9,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-73927,Depurination,0.10279268780208806,2,45,4,19,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-5693538,Homology Directed Repair,0.10279268780208806,3,133,3,58,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-69481,G2/M Checkpoints,0.10593932738727829,3,142,3,24,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),0.10700450747168422,2,48,6,12,MjAyNjA5MTMxMzA4MjdfMjMxMjU%3D
