stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-72172,mRNA Splicing,8.759202940744615e-05,10,224,15,16,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-72163,mRNA Splicing - Major Pathway,8.759202940744615e-05,10,213,10,11,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.00012748608044288456,11,317,33,52,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-9770562,mRNA Polyadenylation,0.00012748608044288456,8,139,13,20,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-8953854,Metabolism of RNA,0.0002431899483119615,17,863,55,244,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-72187,mRNA 3'-end processing,0.0002490966211006196,8,164,14,21,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-68875,Mitotic Prophase,0.00645814116514809,6,134,10,34,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-1640170,Cell Cycle,0.007614129957525861,13,729,64,474,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-4419969,Depolymerization of the Nuclear Lamina,0.01642994469501957,3,23,2,6,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-9013422,RHOBTB1 GTPase cycle,0.016853836145848344,3,24,1,2,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,0.021272916749908166,3,27,1,7,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.023911965288764492,10,536,58,516,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-9918481,Dengue Virus-Host Interactions,0.026126722734052255,7,273,2,59,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-9694516,SARS-CoV-2 Infection,0.028481655512775594,8,367,6,211,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-9824446,Viral Infection Pathways,0.033747934226033394,17,1407,63,899,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
R-HSA-9706574,RHOBTB GTPase Cycle,0.033747934226033394,3,36,2,4,MjAyNjA5MTMxMzA2MjFfMjMxMDc%3D
