stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.0008108862753952728,10,184,30,132,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0008108862753952728,13,317,44,52,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-2990846,SUMOylation,0.0008170493650340171,10,193,30,141,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-72163,mRNA Splicing - Major Pathway,0.0014332979903369791,10,213,10,11,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-4839726,Chromatin organization,0.0017134022086549017,13,389,36,150,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-72172,mRNA Splicing,0.0017134022086549017,10,224,15,16,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-9932444,ATP-dependent chromatin remodelers,0.002643300377483393,9,196,29,65,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,0.003638346465757336,6,81,9,24,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-9937848,CHD chromatin remodelers,0.003862716511216946,8,165,22,44,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-75955,RNA Polymerase II Transcription Elongation,0.006825175476071088,5,61,8,8,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-112382,Formation of RNA Pol II elongation complex ,0.006825175476071088,5,60,2,2,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-72187,mRNA 3'-end processing,0.017422726358140128,7,164,14,21,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-9943411,CHD1 and CHD2 subfamily,0.01781895538770395,5,78,4,5,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-674695,RNA Polymerase II Pre-transcription Events,0.01940653224151312,5,83,12,17,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-8953750,Transcriptional Regulation by E2F6,0.01940653224151312,4,46,11,33,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-162587,HIV Life Cycle,0.01940653224151312,7,176,60,117,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,0.019682092652961725,5,86,4,17,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-8953854,Metabolism of RNA,0.019682092652961725,17,863,63,244,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-9013422,RHOBTB1 GTPase cycle,0.02623249736110722,3,24,1,2,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-4551638,SUMOylation of chromatin organization proteins,0.04219354865309777,4,62,4,15,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-162599,Late Phase of HIV Life Cycle,0.04390790541733358,6,161,50,78,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-168325,Viral Messenger RNA Synthesis,0.04390790541733358,4,69,3,6,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,0.04390790541733358,3,33,3,3,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,0.04390790541733358,3,33,2,2,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-212165,Epigenetic regulation of gene expression,0.04390790541733358,9,345,50,118,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,0.04390790541733358,4,68,14,42,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-167290,Pausing and recovery of HIV elongation,0.04390790541733358,3,34,2,2,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-167287,HIV elongation arrest and recovery,0.04390790541733358,3,34,3,3,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-1640170,Cell Cycle,0.04390790541733358,14,729,92,474,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
R-HSA-9839394,TGFBR3 expression,0.04390790541733358,3,31,2,8,MjAyNjA5MTMxMzA0NDlfMjMwOTc%3D
