stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-9824446,Viral Infection Pathways,6.086460224707935e-10,31,1407,78,899,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-5663205,Infectious disease,2.497569928650023e-09,35,1965,89,1227,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-1643685,Disease,6.350044490233131e-09,43,3093,246,2176,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-8953897,Cellular responses to stimuli,1.5403356035115223e-08,26,1166,72,613,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-2262752,Cellular responses to stress,2.3810478622099396e-07,23,1039,58,521,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,6.321819195909129e-07,9,106,11,13,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-9948299,Ribosome-associated quality control,9.566249503656366e-07,10,155,18,20,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-8953854,Metabolism of RNA,1.043273652356902e-06,20,863,48,244,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,1.1499133145687068e-06,16,536,145,516,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-9010553,Regulation of expression of SLITs and ROBOs,1.5803541243419872e-06,10,170,3,20,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-9839923,Dengue Virus Infection,1.704758695986186e-06,14,411,9,142,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-72187,mRNA 3'-end processing,1.1653275528544782e-05,9,164,14,21,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-422475,Axon guidance,1.1653275528544782e-05,15,566,16,295,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-376176,Signaling by ROBO receptors,1.309142142902342e-05,10,222,3,60,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-927802,Nonsense-Mediated Decay (NMD),1.4169600134117388e-05,8,124,6,6,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),1.4169600134117388e-05,8,124,5,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-9675108,Nervous system development,1.8914032529959712e-05,15,603,16,322,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-72766,Translation,2.1232057305420327e-05,13,448,50,126,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-9770562,mRNA Polyadenylation,2.8107592039638973e-05,8,139,13,20,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-156842,Eukaryotic Translation Elongation,4.30444329063695e-05,7,102,6,9,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-69275,G2/M Transition,4.470911858500681e-05,9,205,22,88,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
R-HSA-453274,Mitotic G2-G2/M phases,4.715152097611863e-05,9,207,22,90,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D
