stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.0008869468080435761,3,36,1,1,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,0.0008869468080435761,3,37,3,3,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,0.0008869468080435761,3,37,2,2,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-159227,Transport of the SLBP independent Mature mRNA,0.0008869468080435761,3,39,3,3,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-1855170,IPs transport between nucleus and cytosol,0.0008869468080435761,3,40,4,4,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,0.0008869468080435761,3,40,3,3,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,0.0008869468080435761,3,42,2,2,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,0.0008869468080435761,3,46,3,3,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,0.0008869468080435761,3,47,9,9,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0008869468080435761,6,317,35,52,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-180910,Vpr-mediated nuclear import of PICs,0.0008869468080435761,3,44,1,2,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-4085377,SUMOylation of SUMOylation proteins,0.0008869468080435761,3,39,2,5,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-3232142,SUMOylation of ubiquitinylation proteins,0.0008869468080435761,3,43,1,3,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-180746,Nuclear import of Rev protein,0.0008869468080435761,3,41,2,7,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-177243,Interactions of Rev with host cellular proteins,0.0008869468080435761,3,47,4,16,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-176033,Interactions of Vpr with host cellular proteins,0.0008869468080435761,3,47,1,4,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,0.0008869468080435761,3,48,1,4,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,0.0008869468080435761,3,40,1,5,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
R-HSA-165054,Rev-mediated nuclear export of HIV RNA,0.0008869468080435761,3,45,2,10,MjAyNjA5MTMxMzA5MjZfMjMxMzM%3D
