stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-194315,Signaling by Rho GTPases,0.004822002173859197,11,708,29,203,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.004822002173859197,11,724,29,212,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9920588,Dengue virus activates/modulates innate and adaptive immune responses,0.03786701085574329,3,40,2,23,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9035034,RHOF GTPase cycle,0.042707582001857425,3,46,2,3,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9012999,RHO GTPase cycle,0.06105270327909518,7,460,24,91,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-8980692,RHOA GTPase cycle,0.08065209345841873,4,154,3,6,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9013026,RHOB GTPase cycle,0.08065209345841873,3,75,2,6,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9013106,RHOC GTPase cycle,0.08065209345841873,3,79,2,6,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-2028269,Signaling by Hippo,0.08065209345841873,2,22,9,30,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-5663220,RHO GTPases Activate Formins,0.08065209345841873,4,149,4,27,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-141424,Amplification of signal from the kinetochores,0.10670242507363481,3,94,4,4,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,0.10670242507363481,3,94,4,4,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9006821,Alternative Lengthening of Telomeres (ALT),0.10989776356766434,1,2,2,2,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9670621,Defective Inhibition of DNA Recombination at Telomere,0.10989776356766434,1,2,2,2,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9670613,Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations,0.10989776356766434,1,2,1,1,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9673013,Diseases of Telomere Maintenance,0.10989776356766434,1,2,2,2,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-69618,Mitotic Spindle Checkpoint,0.10989776356766434,3,111,4,7,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9670615,Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations,0.10989776356766434,1,2,1,1,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,0.1364636522046112,3,121,1,5,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-3899300,SUMOylation of transcription cofactors,0.15368922079296576,2,44,3,27,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,0.16033571451002704,3,135,4,13,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9918481,Dengue Virus-Host Interactions,0.1901934424010603,4,273,4,59,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
R-HSA-9670095,Inhibition of DNA recombination at telomere,0.19548544963672,1,47,4,4,MjAyNjA5MTMxMzA3MTNfMjMxMTQ%3D
