stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-72187,mRNA 3'-end processing,0.021833879987323,5,164,14,21,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9918481,Dengue Virus-Host Interactions,0.021833879987323,6,273,3,59,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-72163,mRNA Splicing - Major Pathway,0.02214157712800713,5,213,10,11,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-72172,mRNA Splicing,0.02214157712800713,5,224,10,16,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.02214157712800713,6,317,29,52,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-112382,Formation of RNA Pol II elongation complex ,0.02214157712800713,3,60,1,2,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-75955,RNA Polymerase II Transcription Elongation,0.02214157712800713,3,61,4,8,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-8953854,Metabolism of RNA,0.02214157712800713,9,863,36,244,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-75153,Apoptotic execution phase,0.02214157712800713,3,54,4,57,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9824446,Viral Infection Pathways,0.02214157712800713,12,1407,43,899,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9920588,Dengue virus activates/modulates innate and adaptive immune responses,0.02214157712800713,3,40,2,23,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-4839726,Chromatin organization,0.02338776156227418,6,389,5,150,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9839923,Dengue Virus Infection,0.025821377129384704,6,411,3,142,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),0.025821377129384704,2,17,1,2,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9937848,CHD chromatin remodelers,0.027516664263430246,4,165,3,44,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9943411,CHD1 and CHD2 subfamily,0.029292863511342082,3,78,1,5,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-674695,RNA Polymerase II Pre-transcription Events,0.03299231372328293,3,83,7,17,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-4419969,Depolymerization of the Nuclear Lamina,0.03461915641249114,2,23,2,6,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9932444,ATP-dependent chromatin remodelers,0.04046647897002875,4,196,3,65,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,0.04143181080715386,2,27,1,7,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9703465,Signaling by FLT3 fusion proteins,0.05353614960654207,2,32,11,18,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9692914,SARS-CoV-1-host interactions,0.0713767383956947,3,124,4,50,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-111465,Apoptotic cleavage of cellular proteins,0.0713767383956947,2,38,2,38,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9682385,FLT3 signaling in disease,0.08741219772743047,2,43,11,52,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9770562,mRNA Polyadenylation,0.08936926151874902,3,139,13,20,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-352238,Breakdown of the nuclear lamina,0.09704927145818876,1,3,1,3,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-5663205,Infectious disease,0.10311652279159644,12,1965,43,1227,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9012999,RHO GTPase cycle,0.11328456427512457,5,460,30,91,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9013409,RHOJ GTPase cycle,0.11356856901924317,2,59,2,3,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-3214815,HDACs deacetylate histones,0.11356856901924317,2,63,2,5,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-9013406,RHOQ GTPase cycle,0.11356856901924317,2,63,2,5,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
R-HSA-2980766,Nuclear Envelope Breakdown,0.11356856901924317,2,65,3,13,MjAyNjA5MTMxMzA4MzVfMjMxMjY%3D
