stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-2980766,Nuclear Envelope Breakdown,3.1782167972949082e-06,9,65,5,13,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-68875,Mitotic Prophase,6.819823084946997e-05,10,134,6,34,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,7.177939758917784e-05,14,317,44,52,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-194315,Signaling by Rho GTPases,7.177939758917784e-05,21,708,40,203,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",7.29176818103916e-05,21,724,40,212,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-9012999,RHO GTPase cycle,0.0001354136552402796,16,460,32,91,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-68886,M Phase,0.0001354136552402796,15,403,30,96,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-3232142,SUMOylation of ubiquitinylation proteins,0.00014934272012645522,6,43,2,3,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-180910,Vpr-mediated nuclear import of PICs,0.00015136187718400862,6,44,2,2,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-1640170,Cell Cycle,0.00016246889530613373,20,729,88,474,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-176033,Interactions of Vpr with host cellular proteins,0.00018057089135170568,6,47,2,4,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,0.0003117173380757787,7,81,8,24,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-8953854,Metabolism of RNA,0.0004321466085588366,21,863,72,244,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.0006080445266958279,5,36,1,1,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-1855196,IP3 and IP4 transport between cytosol and nucleus,0.0006080445266958279,5,37,3,3,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-1855229,IP6 and IP7 transport between cytosol and nucleus,0.0006080445266958279,5,37,2,2,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-4551638,SUMOylation of chromatin organization proteins,0.0006080445266958279,6,62,6,15,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-111465,Apoptotic cleavage of cellular proteins,0.0006486788701103308,5,38,7,38,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,0.0006486788701103308,5,40,3,3,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
R-HSA-159227,Transport of the SLBP independent Mature mRNA,0.0006486788701103308,5,39,3,3,MjAyNjA5MTMxMzA1MDRfMjMwOTk%3D
