stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token
R-HSA-75153,Apoptotic execution phase,0.001740148365268479,5,54,6,57,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9918481,Dengue Virus-Host Interactions,0.003626992669325313,8,273,7,59,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-111465,Apoptotic cleavage of cellular proteins,0.003626992669325313,4,38,4,38,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9656223,Signaling by RAF1 mutants,0.005292393948697738,4,49,5,7,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,0.005292393948697738,4,54,5,7,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,0.005292393948697738,4,54,5,7,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9649948,Signaling downstream of RAS mutants,0.005292393948697738,4,54,5,7,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-6802949,Signaling by RAS mutants,0.005292393948697738,4,54,5,9,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-109581,Apoptosis,0.0059843010731188695,6,180,7,142,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9652169,Signaling by MAP2K mutants,0.011633453265371574,2,6,1,1,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,0.011633453265371574,4,73,5,5,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-72172,mRNA Splicing,0.011633453265371574,6,224,15,16,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9839923,Dengue Virus Infection,0.011633453265371574,8,411,7,142,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5357801,Programmed Cell Death,0.011633453265371574,6,225,7,194,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-72163,mRNA Splicing - Major Pathway,0.011633453265371574,6,213,10,11,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5674499,Negative feedback regulation of MAPK pathway,0.017815729019501902,2,8,3,3,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9920588,Dengue virus activates/modulates innate and adaptive immune responses,0.018837665470118115,3,40,2,23,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-6802957,Oncogenic MAPK signaling,0.018837665470118115,4,93,31,46,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,0.02318579548184796,3,44,4,6,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5696395,Formation of Incision Complex in GG-NER,0.02704923671559989,3,47,8,10,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5674135,MAP2K and MAPK activation,0.027200776858542497,3,49,12,12,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,0.027200776858542497,2,12,2,10,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-112411,MAPK1 (ERK2) activation,0.027200776858542497,2,12,3,3,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.04233786949102103,6,317,34,52,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-170968,Frs2-mediated activation,0.04939129365867179,2,17,6,13,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-3270619,IRF3-mediated induction of type I IFN,0.058585154241773796,2,19,1,5,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-169893,Prolonged ERK activation events,0.06474503332187509,2,20,6,19,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-1834941,STING mediated induction of host immune responses,0.08558843087444168,2,24,2,19,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-445144,Signal transduction by L1,0.08558843087444168,2,25,1,11,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-72187,mRNA 3'-end processing,0.08558843087444168,4,164,14,21,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-112409,RAF-independent MAPK1/3 activation,0.10652615945976063,2,28,8,12,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),0.10821530690981152,3,92,16,20,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-194315,Signaling by Rho GTPases,0.1331875257311087,8,708,19,203,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.1424521323172101,8,724,19,212,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,0.14505006479878557,2,39,3,7,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),0.14505006479878557,2,36,6,16,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9012999,RHO GTPase cycle,0.14505006479878557,6,460,12,91,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-399719,Trafficking of AMPA receptors,0.14505006479878557,2,37,1,4,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0.14505006479878557,2,39,1,9,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-9824446,Viral Infection Pathways,0.14505006479878557,12,1407,40,899,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5663205,Infectious disease,0.14505006479878557,15,1965,47,1227,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5673000,RAF activation,0.1472109178756953,2,41,1,12,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5696394,DNA Damage Recognition in GG-NER,0.1472109178756953,2,40,5,5,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
R-HSA-5696398,Nucleotide Excision Repair,0.1472109178756953,3,117,33,37,MjAyNjA5MTMxMzA3NDNfMjMxMTk%3D
